설문 답변 일련번호,설문 문제 일련번호,설문 답변자 고유번호,설문 답변 내용,답변 등록 일시
QSTNN_ANSR_CONNO,QSTNN_QUSTN_CONNO,QSTNN_ANSRR_IDNO,QSTNN_ANSR_CONT,ANSR_RGSTN_DTM
28343,1842,901,보통,2019-12-12 5:05
28038,1843,892,매우 만족,2019-12-12 5:05
28072,1843,893,보통,2019-12-12 5:05
28106,1843,894,매우 만족,2019-12-12 5:05
28140,1843,895,매우 만족,2019-12-12 5:05
28174,1843,896,만족,2019-12-12 5:05
28208,1843,897,만족,2019-12-12 5:05
28242,1843,898,만족,2019-12-12 5:05
28276,1843,899,매우 만족,2019-12-12 5:05
28310,1843,900,보통,2019-12-12 5:05
28344,1843,901,보통,2019-12-12 5:05
28039,1844,892,매우 만족,2019-12-12 5:05
28073,1844,893,만족,2019-12-12 5:05
28107,1844,894,만족,2019-12-12 5:05
28141,1844,895,매우 만족,2019-12-12 5:05
28175,1844,896,만족,2019-12-12 5:05
28209,1844,897,만족,2019-12-12 5:05
28243,1844,898,만족,2019-12-12 5:05
28277,1844,899,만족,2019-12-12 5:05
28311,1844,900,매우 만족,2019-12-12 5:05
28345,1844,901,보통,2019-12-12 5:05
28040,1845,892,매우 만족,2019-12-12 5:05
28074,1845,893,만족,2019-12-12 5:05
28108,1845,894,만족,2019-12-12 5:05
28142,1845,895,매우 만족,2019-12-12 5:05
28176,1845,896,만족,2019-12-12 5:05
28210,1845,897,만족,2019-12-12 5:05
28244,1845,898,만족,2019-12-12 5:05
28278,1845,899,매우 만족,2019-12-12 5:05
28312,1845,900,매우 만족,2019-12-12 5:05
28346,1845,901,보통,2019-12-12 5:05
28041,1846,892,매우 만족,2019-12-12 5:05
28075,1846,893,만족,2019-12-12 5:05
28109,1846,894,만족,2019-12-12 5:05
28143,1846,895,매우 만족,2019-12-12 5:05
28177,1846,896,매우 만족,2019-12-12 5:05
28211,1846,897,만족,2019-12-12 5:05
28245,1846,898,만족,2019-12-12 5:05
28279,1846,899,매우 만족,2019-12-12 5:05
28313,1846,900,매우 만족,2019-12-12 5:05
28347,1846,901,매우 만족,2019-12-12 5:05
28042,1847,892,만족,2019-12-12 5:05
28076,1847,893,만족,2019-12-12 5:05
28110,1847,894,만족,2019-12-12 5:05
28144,1847,895,매우 만족,2019-12-12 5:05
28178,1847,896,매우 만족,2019-12-12 5:05
28212,1847,897,만족,2019-12-12 5:05
28246,1847,898,만족,2019-12-12 5:05
28280,1847,899,만족,2019-12-12 5:05
28314,1847,900,매우 만족,2019-12-12 5:05
28348,1847,901,매우 만족,2019-12-12 5:05
28043,1848,892,만족,2019-12-12 5:05
28077,1848,893,보통,2019-12-12 5:05
28111,1848,894,매우 만족,2019-12-12 5:05
28145,1848,895,매우 만족,2019-12-12 5:05
28179,1848,896,만족,2019-12-12 5:05
28213,1848,897,만족,2019-12-12 5:05
28247,1848,898,만족,2019-12-12 5:05
28281,1848,899,만족,2019-12-12 5:05
28315,1848,900,만족,2019-12-12 5:05
28349,1848,901,매우 만족,2019-12-12 5:05
28044,1849,892,매우 만족,2019-12-12 5:05
28078,1849,893,만족,2019-12-12 5:05
28112,1849,894,만족,2019-12-12 5:05
28146,1849,895,매우 만족,2019-12-12 5:05
28180,1849,896,만족,2019-12-12 5:05
28214,1849,897,만족,2019-12-12 5:05
28248,1849,898,만족,2019-12-12 5:05
28282,1849,899,만족,2019-12-12 5:05
28316,1849,900,만족,2019-12-12 5:05
28350,1849,901,만족,2019-12-12 5:05
28045,1850,892,매우 만족,2019-12-12 5:05
28079,1850,893,매우 만족,2019-12-12 5:05
28113,1850,894,만족,2019-12-12 5:05
28147,1850,895,매우 만족,2019-12-12 5:05
28181,1850,896,만족,2019-12-12 5:05
28215,1850,897,만족,2019-12-12 5:05
28249,1850,898,만족,2019-12-12 5:05
28283,1850,899,매우 만족,2019-12-12 5:05
28317,1850,900,만족,2019-12-12 5:05
28351,1850,901,매우 만족,2019-12-12 5:05
28046,1851,892,매우 만족,2019-12-12 5:05
28080,1851,893,만족,2019-12-12 5:05
28114,1851,894,만족,2019-12-12 5:05
28148,1851,895,매우 만족,2019-12-12 5:05
28182,1851,896,만족,2019-12-12 5:05
28216,1851,897,만족,2019-12-12 5:05
28250,1851,898,만족,2019-12-12 5:05
28284,1851,899,매우 만족,2019-12-12 5:05
28318,1851,900,만족,2019-12-12 5:05
28352,1851,901,매우 만족,2019-12-12 5:05
28047,1852,892,매우 만족,2019-12-12 5:05
28081,1852,893,만족,2019-12-12 5:05
28115,1852,894,만족,2019-12-12 5:05
28149,1852,895,매우 만족,2019-12-12 5:05
28183,1852,896,만족,2019-12-12 5:05
28217,1852,897,만족,2019-12-12 5:05
28251,1852,898,만족,2019-12-12 5:05
28285,1852,899,매우 만족,2019-12-12 5:05
28319,1852,900,매우 만족,2019-12-12 5:05
28353,1852,901,매우 만족,2019-12-12 5:05
28354,1853,902,남자,2019-12-12 5:05
28388,1853,903,남자,2019-12-12 5:05
28422,1853,904,여자,2019-12-12 5:05
28456,1853,905,여자,2019-12-12 5:05
28490,1853,906,남자,2019-12-12 5:05
28524,1853,907,남자,2019-12-12 5:05
28558,1853,908,남자,2019-12-12 5:05
28592,1853,909,여자,2019-12-12 5:05
28626,1853,910,남자,2019-12-12 5:05
28660,1853,911,남자,2019-12-12 5:05
28694,1853,912,남자,2019-12-12 5:05
28728,1853,913,남자,2019-12-12 5:05
28762,1853,914,여자,2019-12-12 5:05
28796,1853,915,남자,2019-12-12 5:05
28830,1853,916,남자,2019-12-12 5:05
28355,1854,902,60대이상,2019-12-12 5:05
28389,1854,903,60대이상,2019-12-12 5:05
28423,1854,904,60대이상,2019-12-12 5:05
28457,1854,905,30대,2019-12-12 5:05
28491,1854,906,60대이상,2019-12-12 5:05
28525,1854,907,60대이상,2019-12-12 5:05
28559,1854,908,60대이상,2019-12-12 5:05
28593,1854,909,60대이상,2019-12-12 5:05
28627,1854,910,60대이상,2019-12-12 5:05
28661,1854,911,60대이상,2019-12-12 5:05
28695,1854,912,60대이상,2019-12-12 5:05
28729,1854,913,10대,2019-12-12 5:05
28763,1854,914,60대이상,2019-12-12 5:05
28797,1854,915,60대이상,2019-12-12 5:05
28831,1854,916,60대이상,2019-12-12 5:05
28356,1855,902,없다,2019-12-12 5:05
28390,1855,903,없다,2019-12-12 5:05
28424,1855,904,없다,2019-12-12 5:05
28458,1855,905,있다,2019-12-12 5:05
28492,1855,906,없다,2019-12-12 5:05
28526,1855,907,없다,2019-12-12 5:05
28560,1855,908,없다,2019-12-12 5:05
28594,1855,909,없다,2019-12-12 5:05
28628,1855,910,없다,2019-12-12 5:05
28662,1855,911,없다,2019-12-12 5:05
28696,1855,912,없다,2019-12-12 5:05
28730,1855,913,없다,2019-12-12 5:05
28764,1855,914,없다,2019-12-12 5:05
28798,1855,915,없다,2019-12-12 5:05
28832,1855,916,없다,2019-12-12 5:05
28357,1856,902,참가자,2019-12-12 5:05
28391,1856,903,참가자,2019-12-12 5:05
28425,1856,904,참가자,2019-12-12 5:05
28459,1856,905,인솔자,2019-12-12 5:05
28493,1856,906,참가자,2019-12-12 5:05
28527,1856,907,참가자,2019-12-12 5:05
28561,1856,908,참가자,2019-12-12 5:05
28595,1856,909,참가자,2019-12-12 5:05
28629,1856,910,참가자,2019-12-12 5:05
28663,1856,911,참가자,2019-12-12 5:05
28697,1856,912,참가자,2019-12-12 5:05
28731,1856,913,참가자,2019-12-12 5:05
28765,1856,914,참가자,2019-12-12 5:05
28799,1856,915,인솔자,2019-12-12 5:05
28833,1856,916,인솔자,2019-12-12 5:05
28358,1857,902,강원도,2019-12-12 5:05
28392,1857,903,강원도,2019-12-12 5:05
28426,1857,904,강원도,2019-12-12 5:05
28460,1857,905,강원도,2019-12-12 5:05
28494,1857,906,강원도,2019-12-12 5:05
28528,1857,907,강원도,2019-12-12 5:05
28562,1857,908,강원도,2019-12-12 5:05
28596,1857,909,강원도,2019-12-12 5:05
28630,1857,910,강원도,2019-12-12 5:05
28664,1857,911,강원도,2019-12-12 5:05
28698,1857,912,강원도,2019-12-12 5:05
28732,1857,913,강원도,2019-12-12 5:05
28766,1857,914,강원도,2019-12-12 5:05
28800,1857,915,강원도,2019-12-12 5:05
28834,1857,916,강원도,2019-12-12 5:05
28359,1858,902,산림체험활동,2019-12-12 5:05
28360,1858,902,휴식 및 명상,2019-12-12 5:05
28361,1858,902,자연경관감상,2019-12-12 5:05
28393,1858,903,산림체험활동,2019-12-12 5:05
28394,1858,903,건강증진,2019-12-12 5:05
28395,1858,903,휴식 및 명상,2019-12-12 5:05
28427,1858,904,자연경관감상,2019-12-12 5:05
28428,1858,904,휴식 및 명상,2019-12-12 5:05
28429,1858,904,산림체험활동,2019-12-12 5:05
28461,1858,905,산림체험활동,2019-12-12 5:05
28462,1858,905,휴식 및 명상,2019-12-12 5:05
28463,1858,905,인간관계돈독,2019-12-12 5:05
28495,1858,906,산림체험활동,2019-12-12 5:05
28496,1858,906,인간관계돈독,2019-12-12 5:05
28497,1858,906,건강증진,2019-12-12 5:05
28529,1858,907,산림체험활동,2019-12-12 5:05
28530,1858,907,휴식 및 명상,2019-12-12 5:05
28531,1858,907,자연경관감상,2019-12-12 5:05
28563,1858,908,산림체험활동,2019-12-12 5:05
28564,1858,908,인간관계돈독,2019-12-12 5:05
28565,1858,908,산림지식습득,2019-12-12 5:05
28597,1858,909,산림체험활동,2019-12-12 5:05
28598,1858,909,건강증진,2019-12-12 5:05
28599,1858,909,휴식 및 명상,2019-12-12 5:05
28631,1858,910,산림체험활동,2019-12-12 5:05
28632,1858,910,건강증진,2019-12-12 5:05
28633,1858,910,휴식 및 명상,2019-12-12 5:05
28665,1858,911,건강증진,2019-12-12 5:05
28666,1858,911,자연경관감상,2019-12-12 5:05
28667,1858,911,휴식 및 명상,2019-12-12 5:05
28699,1858,912,산림체험활동,2019-12-12 5:05
28700,1858,912,건강증진,2019-12-12 5:05
28701,1858,912,산림지식습득,2019-12-12 5:05
28733,1858,913,산림체험활동,2019-12-12 5:05
28734,1858,913,건강증진,2019-12-12 5:05
28735,1858,913,자연경관감상,2019-12-12 5:05
28767,1858,914,산림체험활동,2019-12-12 5:05
28768,1858,914,건강증진,2019-12-12 5:05
28769,1858,914,자연경관감상,2019-12-12 5:05
28801,1858,915,산림체험활동,2019-12-12 5:05
28802,1858,915,건강증진,2019-12-12 5:05
28803,1858,915,여가시간 활용,2019-12-12 5:05
28835,1858,916,산림체험활동,2019-12-12 5:05
28836,1858,916,휴식 및 명상,2019-12-12 5:05
28837,1858,916,인간관계돈독,2019-12-12 5:05
28362,1859,902,매우 만족,2019-12-12 5:05
28396,1859,903,만족,2019-12-12 5:05
28430,1859,904,만족,2019-12-12 5:05
28464,1859,905,만족,2019-12-12 5:05
28498,1859,906,만족,2019-12-12 5:05
28532,1859,907,매우 만족,2019-12-12 5:05
28566,1859,908,매우 만족,2019-12-12 5:05
28600,1859,909,매우 만족,2019-12-12 5:05
28634,1859,910,만족,2019-12-12 5:05
28668,1859,911,매우 만족,2019-12-12 5:05
28702,1859,912,매우 만족,2019-12-12 5:05
28736,1859,913,매우 만족,2019-12-12 5:05
28770,1859,914,매우 만족,2019-12-12 5:05
28804,1859,915,매우 만족,2019-12-12 5:05
28838,1859,916,매우 만족,2019-12-12 5:05
28363,1860,902,매우 만족,2019-12-12 5:05
28397,1860,903,만족,2019-12-12 5:05
28431,1860,904,만족,2019-12-12 5:05
28465,1860,905,매우 만족,2019-12-12 5:05
28499,1860,906,만족,2019-12-12 5:05
28533,1860,907,매우 만족,2019-12-12 5:05
28567,1860,908,매우 만족,2019-12-12 5:05
28601,1860,909,매우 만족,2019-12-12 5:05
28635,1860,910,만족,2019-12-12 5:05
28669,1860,911,매우 만족,2019-12-12 5:05
28703,1860,912,매우 만족,2019-12-12 5:05
28737,1860,913,매우 만족,2019-12-12 5:05
28771,1860,914,매우 만족,2019-12-12 5:05
28805,1860,915,매우 만족,2019-12-12 5:05
28839,1860,916,매우 만족,2019-12-12 5:05
28364,1861,902,매우 만족,2019-12-12 5:05
28398,1861,903,만족,2019-12-12 5:05
28432,1861,904,만족,2019-12-12 5:05
28466,1861,905,만족,2019-12-12 5:05
28500,1861,906,만족,2019-12-12 5:05
28534,1861,907,매우 만족,2019-12-12 5:05
28568,1861,908,매우 만족,2019-12-12 5:05
28602,1861,909,매우 만족,2019-12-12 5:05
28636,1861,910,매우 만족,2019-12-12 5:05
28670,1861,911,매우 만족,2019-12-12 5:05
28704,1861,912,매우 만족,2019-12-12 5:05
28738,1861,913,매우 만족,2019-12-12 5:05
28772,1861,914,매우 만족,2019-12-12 5:05
28806,1861,915,매우 만족,2019-12-12 5:05
28840,1861,916,매우 만족,2019-12-12 5:05
28365,1862,902,매우 만족,2019-12-12 5:05
28399,1862,903,만족,2019-12-12 5:05
28433,1862,904,매우 만족,2019-12-12 5:05
28467,1862,905,매우 만족,2019-12-12 5:05
28501,1862,906,만족,2019-12-12 5:05
28535,1862,907,매우 만족,2019-12-12 5:05
28569,1862,908,매우 만족,2019-12-12 5:05
28603,1862,909,매우 만족,2019-12-12 5:05
28637,1862,910,매우 만족,2019-12-12 5:05
28671,1862,911,매우 만족,2019-12-12 5:05
28705,1862,912,매우 만족,2019-12-12 5:05
28739,1862,913,매우 만족,2019-12-12 5:05
28773,1862,914,매우 만족,2019-12-12 5:05
28807,1862,915,매우 만족,2019-12-12 5:05
28841,1862,916,매우 만족,2019-12-12 5:05
28366,1863,902,매우 만족,2019-12-12 5:05
28400,1863,903,매우 만족,2019-12-12 5:05
28434,1863,904,매우 만족,2019-12-12 5:05
28468,1863,905,만족,2019-12-12 5:05
28502,1863,906,만족,2019-12-12 5:05
28536,1863,907,매우 만족,2019-12-12 5:05
28570,1863,908,매우 만족,2019-12-12 5:05
28604,1863,909,매우 만족,2019-12-12 5:05
28638,1863,910,매우 만족,2019-12-12 5:05
28672,1863,911,매우 만족,2019-12-12 5:05
28706,1863,912,매우 만족,2019-12-12 5:05
28740,1863,913,매우 만족,2019-12-12 5:05
28774,1863,914,매우 만족,2019-12-12 5:05
28808,1863,915,매우 만족,2019-12-12 5:05
28842,1863,916,매우 만족,2019-12-12 5:05
28367,1864,902,매우 만족,2019-12-12 5:05
